impid,aid,name
2116,Darrell Hammond,Danny Aiello
2117,Chris Kattan,Kathy Griffin
2120,Horatio Sanz,Khalid Shaikh Mohammed
2119,Jeff Richards,Dustin Hoffman
1458,Darrell Hammond,Jack Perkins
1866,Tracy Morgan,Louis Armstrong
2110,Christopher Walken,Dominique de Villepin
2111,Chris Parnell,Douglas Feith
2102,Dean Edwards,Don Cheadle
2106,Jeff Richards,Burt Bacharach
2108,Jennifer Garner,Lisa Marie Presley
2103,Darrell Hammond,Colin Powell
2104,Tracy Morgan,Joe Jackson
2091,Ray Liotta,David Caruso
2095,Dean Edwards,Wayne Brady
2094,Tina Fey,Paris Hilton
2093,Maya Rudolph,Nicki Hilton
2088,Dean Edwards,Jordan Black
2090,Chris Kattan,Claude Vorilhon
2089,Amy Poehler,Briggitte Boisselier
1969,Jeff Richards,Charlie Rose
2082,Chris Kattan,John Edwards
2084,Al Gore,Trent Lott
1942,Jeff Richards,"Gene Wilder , Willy Wonka"
2010,Darrell Hammond,Tom Ridge
2078,Tracy Morgan,Bobby Brown
2080,Robert DeNiro,Roy Horn
2081,Harvey Keitel,Siegfried Fischbacher
2071,Jeff Richards,Michael Moore
2072,Rachel Dratch,Maria Cosgrove
2073,Seth Meyers,Paul Burrell
2074,Brittany Murphy,Anna Kournikova
2076,Dean Edwards,Serena Williams
2077,Tracy Morgan,Venus Williams
2068,Nia Vardalos,Kirstie Alley
1502,Tracy Morgan,Missy Elliott
1732,Darrell Hammond,Rudy Giuliani
2065,Eric McCormack,Aaron Buerge
2066,Chris Kattan,Chris Harrison
2067,Tina Fey,Paula Zahn
2062,Sen. John McCain,John Ashcroft
2063,Rachel Dratch,Rebecca DeWitt
2061,Tracy Morgan,Harry Belafonte
2064,Sen. John McCain,Frank McCourt
2056,Darrell Hammond,Saddam Hussein
2057,Sarah Michelle Gellar,Christina Aguilera
2059,Dean Edwards,Redman
2058,Jimmy Fallon,David LaChapelle
2049,Matt Damon,Justin Timberlake
2051,Matt Damon,Axl Rose
2052,Dean Edwards,Farnsworth Bentley
2053,Tracy Morgan,Puff Daddy
2054,Jeff Richards,Dr. Phil McGraw
2041,Will Ferrell,Fidel Castro
2043,Winona Ryder,Bjork
2044,Dean Edwards,Boyd Tinsley
2045,Jimmy Fallon,Dave Matthews
2046,Will Ferrell,Hugh Hefner
1565,Will Ferrell,Neil Diamond
1811,Jimmy Fallon,Carson Daly
2036,Kirsten Dunst,Nicki Hilton
2038,Kirsten Dunst,Anna Kournikova
2039,Will Ferrell,Bob Guccione
2040,Darrell Hammond,Gerry Spence
2028,Will Ferrell,Shepard Smith
2027,Ana Gasteyer,Linda Vester
2029,Chris Parnell,Jack Osbourne
2032,Seth Meyers,Tobey Maguire
1519,Ana Gasteyer,Hillary Clinton
2025,Jimmy Fallon,Pat Caddell
2026,Will Ferrell,Richard Armey
1885,Chris Kattan,Paul Begala
2017,Dean Edwards,Billy Ocean
2018,Amy Poehler,Molly Sims
2019,Will Ferrell,Donald Sutherland
1552,Ana Gasteyer,Glenn Close
1591,Ana Gasteyer,Celine Dion
2020,Jimmy Fallon,Jamie Oliver
2021,Dean Edwards,Denzel Washington
2022,Maya Rudolph,Halle Berry
2023,Amy Poehler,Julia Roberts
2024,Horatio Sanz,Iann Robinson
2012,Ian McKellen,Yves St. Laurent
2011,Ana Gasteyer,Elizabeth Hurley
1726,Chris Kattan,Bono
2014,Ian McKellen,Maggie Smith
2015,Rachel Dratch,Paula Jones
2016,Amy Poehler,Tonya Harding
2013,Jeff Richards,Louie Anderson
2004,Dean Edwards,Ed Bradley
1455,Ana Gasteyer,Helen Thomas
1353,Chris Kattan,Christiane Amanpour
2008,Seth Meyers,Stone Phillips
1526,Tracy Morgan,Star Jones
2006,Amy Poehler,Greta Van Susteren
2007,Maya Rudolph,Lisa Ling
2009,Jon Stewart,Mel Gibson
1988,Jeff Richards,Bill O'Reilly
1989,Will Ferrell,David Pelletier
1990,Amy Poehler,Jamie Sale
1992,Rachel Dratch,Brett Somers
1998,Dean Edwards,Nipsey Russell
1994,Jimmy Fallon,George Gaynes
1999,Will Ferrell,Paul Lynde
1997,Tina Fey,Mary Ann Mobley
1995,Ana Gasteyer,Jo Anne Worley
2002,Chris Kattan,Wayland Flowers
2000,Seth Meyers,Richard Dawson
1996,Tracy Morgan,LaWanda Page
2001,Horatio Sanz,Truman Capote
1987,Rachel Dratch,Diane Warren
1986,Chris Kattan,Brian Grazer
1983,Jack Black,Michael Bacon
1980,Jimmy Fallon,Keanu Reeves
1981,Will Ferrell,Kevin Bacon
1979,Darrell Hammond,James Gandolfini
1984,Seth Meyers,Russell Crowe
1982,Jeff Richards,Kevin Spacey
1656,Tracy Morgan,Maya Angelou
1974,Josh Hartnett,J.C. Chasez
1978,Rachel Dratch,Monica Lewinsky
1976,Jimmy Fallon,Justin Timberlake
1973,Darrell Hammond,George Lucas
1971,Chris Kattan,Chris Kirkpatrick
1972,Seth Meyers,Ewan McGregor
1841,Tracy Morgan,Samuel L. Jackson
1977,Jeff Richards,Lance Bass
1975,Horatio Sanz,Joey Fatone
1960,Will Ferrell,Osama bin Laden
1968,Horatio Sanz,Bruce Vilanch
1970,Ana Gasteyer,Lynne Cheney
1961,Dean Edwards,Colin Powell
1963,Seth Meyers,Richard B. Myers
1964,Hugh Jackman,Michael Crawford
1965,Jimmy Fallon,Mick Jagger
1966,Mick Jagger,Karl Lagerfeld
1967,Jimmy Fallon,Steven Cojocaru
1957,Jimmy Fallon,Enrique Iglesias
1958,Chris Kattan,Julio Iglesias Jr.
1959,Horatio Sanz,Freddy Fender
1953,Dean Edwards,Sway
1954,Chris Kattan,Mike Bloomberg
1955,Seth Meyers,Hugh Grant
1949,Chris Kattan,Dr. Anthony Fauci
1951,Chris Kattan,Byung-Hyun Kim
1952,John Goodman,Wilford Brimley
1940,Will Ferrell,John Edward
1943,Drew Barrymore,Julie Dawn Cole
1941,Rachel Dratch,Denise Nickerson
1946,Dean Edwards,Sidney Poitier
1947,Darrell Hammond,Telly Savalas
1945,Amy Poehler,Peter Ostrum
1944,Maya Rudolph,Nelly Furtado
1933,Darrell Hammond,"Steven Hill , D.A. Adam Schiff"
1935,Seann William Scott,James Van Der Beek
1734,Rachel Dratch,Calista Flockhart
1780,Will Ferrell,Steve Kmetko
1704,Ana Gasteyer,Joan Rivers
1545,Darrell Hammond,Walter Cronkite
1936,Chris Kattan,Kid Rock
1568,Tracy Morgan,Della Reese
1938,Amy Poehler,Pamela Anderson
1934,Jeff Richards,Garry Shandling
1937,Maya Rudolph,Lisa Kudrow
1786,Horatio Sanz,Camryn Manheim
1632,Chris Kattan,Antonio Banderas
1939,Amy Poehler,Paula Zahn
1927,Reese Witherspoon,Anne Heche
1928,Dean Edwards,Chris Tucker
1930,Dean Edwards,Grace Jones
1932,Darrell Hammond,Karl Lagerfeld
1931,Chris Kattan,John Galliano
1925,Rachel Dratch,Judith Nathan
1924,Ana Gasteyer,Donna Hanover
1926,Ana Gasteyer,Christie Whitman
1668,Chris Parnell,Bob Barr
1915,Chris Kattan,Robert Downey Jr.
1919,Lara Flynn Boyle,Nicole Kidman
1917,Jimmy Fallon,Ewan McGregor
1916,Ana Gasteyer,Christina Aguilera
1922,Lara Flynn Boyle,Norah O'Donnell
1921,Will Ferrell,John Seigenthaler
1920,Ana Gasteyer,Bea Arthur
1923,Tracy Morgan,Shaquille O'Neal
1913,Julia Stiles,Jenna Bush
1914,Rachel Dratch,Anne Robinson
1894,Jimmy Fallon,Jared Fogel
1911,Jimmy Fallon,Tom Cruise
1909,Chris Parnell,Cameron Crowe
1910,Horatio Sanz,Jonathan Lipnicki
1912,Renee Zellweger,Molly Ivins
1907,Alec Baldwin,Charles Nelson Reilly
1693,Chris Kattan,Tom Daschle
1905,Tracy Morgan,Rudy Rush
1906,Jimmy Fallon,Van Morrison
1900,Conan O'Brien,Richard Fairbrass
1901,Rachel Dratch,Toni Basil
1899,Jimmy Fallon,Neil Tennant
1895,Will Ferrell,Corey Hart
1686,Darrell Hammond,Trent Lott
1461,Chris Kattan,David Lee Roth
1898,Tracy Morgan,Larry Blackmon
1896,Chris Parnell,Evan Bayh
1897,Horatio Sanz,Gerardo
1902,Maya Rudolph,Lynda Lopez
1903,Chris Kattan,Marc Rich
1904,Chris Parnell,Chris Fowler
1891,Chris Parnell,Roger Clinton
1890,Horatio Sanz,Hugh Rodham
1892,Katie Holmes,Drew Barrymore
1893,Jimmy Fallon,Tom Green
1718,Chris Parnell,Eminem
1883,Chris Parnell,Arlen Specter
1884,Molly Shannon,Denise Rich
1886,Sean Hayes,Jamie Bell
1887,Will Ferrell,Chyna
1888,Chris Kattan,Farrah Fawcett
1889,Maya Rudolph,Gayle King
1787,Molly Shannon,Anna Nicole Smith
1880,Tracy Morgan,Aretha Franklin
1608,Molly Shannon,Shania Twain
1810,Maya Rudolph,Ananda Lewis
1882,Darrell Hammond,Bob Hope
1405,Will Ferrell,Janet Reno
1877,Mena Suvari,Aaron Carter
1868,Jerry Minor,Al Sharpton
1873,Chris Parnell,Karl Rove
1874,Chris Parnell,Emeril Lagasse
1827,Jimmy Fallon,Dennis Miller
1826,Will Ferrell,Dan Fouts
1828,Tracy Morgan,Eric Dickerson
1853,Ana Gasteyer,Katherine Harris
1875,Maya Rudolph,Marta Mercado
1876,Chris Parnell,Eric Braeden
1784,Darrell Hammond,William Shatner
1870,Lucy Liu,Catherine Zeta-Jones
1871,Jimmy Fallon,Robin Williams
1863,Val Kilmer,Jim Morrison
1861,Jimmy Fallon,Buddy Holly
1860,Ana Gasteyer,Amelia Earhart
1864,Jerry Minor,Jimi Hendrix
1865,Horatio Sanz,Keith Moon
1862,Molly Shannon,Janis Joplin
1867,Val Kilmer,Jeb Bush
1869,Val Kilmer,Burt Bacharach
1854,Chris Parnell,William Daley
1855,Will Ferrell,Dr. Phil McGraw
1857,Will Ferrell,Graham Russell
1858,Chris Kattan,Russell Hitchcock
1848,Calista Flockhart,Cameron Diaz
1849,Rachel Dratch,Drew Barrymore
1850,Maya Rudolph,Lucy Liu
1851,Calista Flockhart,Terri Irwin
1781,Chris Kattan,Steve Irwin
1750,Chris Kattan,Ricky Martin
1477,Tracy Morgan,Mr. T
1845,Charlize Theron,Marilyn Monroe
1844,Jimmy Fallon,Joe DiMaggio
1843,Darrell Hammond,Billy Wilder
1846,Jimmy Fallon,Ralph Nader
652,Dana Carvey,George Bush
1467,Chris Kattan,Anne Heche
1840,Dana Carvey,Rudy Boesch
1835,Rachel Dratch,Cheb Mami
1837,Chris Kattan,Dylan McDermott
1836,Jerry Minor,Cuba Gooding Jr.
1839,Maya Rudolph,Macy Gray
1838,Molly Shannon,Gisele Bundchen
1832,Kate Hudson,Drew Barrymore
1833,Jimmy Fallon,Rick Lazio
1825,Darrell Hammond,Al Michaels
1829,Maya Rudolph,Melissa Stark
1830,Ana Gasteyer,Nancy Grace
1831,Rob Lowe,Stone Phillips
1821,Will Ferrell,Steven Seagal
1819,Chris Kattan,Jean-Claude Van Damme
1820,Horatio Sanz,Sammo Hung Kam-Bo
1430,Ana Gasteyer,Madonna
1822,Darrell Hammond,Steve Schirripa
1823,Darrell Hammond,Bobby Knight
1804,Molly Shannon,Angelina Jolie
1818,Jimmy Fallon,Billy Bob Thornton
1805,Chris Kattan,James Haven Voight
1807,John Goodman,Emeril Lagasse
1806,Chris Kattan,David Duchovny
1809,Tim Meadows,Vanessa L. Williams
1767,Cheri Oteri,Kathie Lee Gifford
1808,Chris Parnell,Lance Bass
1812,John Goodman,Dave Holmes
1816,Ana Gasteyer,Shannon Wiseman
1815,Chris Kattan,Raymond Munns
1814,Tracy Morgan,Method Man
1813,Molly Shannon,Gwen Stefani
1817,Chris Kattan,Christopher Lowell
1802,Tobey Maguire,Keanu Reeves
1801,Jimmy Fallon,Hilary Swank
1800,Chris Parnell,Chad Lowe
1803,Tobey Maguire,Dustin Diamond
1794,Jimmy Fallon,Bobby Rondinelli
1795,Chris Kattan,Buck Dharma
1797,Chris Parnell,Eric Bloom
1796,Horatio Sanz,Danny Miranda
1798,Christopher Walken,Fidel Castro
1799,Rachel Dratch,Jenny Jones
991,Tim Meadows,Bernard Shaw
1791,Joshua Jackson,Donny Osmond
1792,Rachel Dratch,Janeane Garofalo
1789,Jimmy Fallon,Chris Rock
1790,Ana Gasteyer,Darva Conger
1310,Cheri Oteri,Barbara Walters
1685,Jimmy Fallon,Todd Newton
1785,Darrell Hammond,Bruce Vilanch
1333,Tim Meadows,Alan Keyes
1788,Will Ferrell,Jay Thomas
1777,Julianna Margulies,Elizabeth Hurley
1779,Cheri Oteri,Jules Asner
1776,Molly Shannon,Donatella Versace
1782,Julianna Margulies,Terri Irwin
1783,Cheri Oteri,Jessica Simpson
1768,Jimmy Fallon,Bill Bradley
1770,Alan Cumming,Paul McCartney
1674,Jimmy Fallon,John Lennon
1771,Cheri Oteri,Yoko Ono
1772,Will Ferrell,Glenn Frey
1775,Alan Cumming,Siegfried Fischbacher
1774,Chris Kattan,Roy Horn
1773,Cheri Oteri,Jocelyn Wildenstein
1762,Ana Gasteyer,Angela Gonzalez
1763,Chris Kattan,Elian Gonzalez
1764,Horatio Sanz,Lazaro Gonzalez
1559,Molly Shannon,Monica Lewinsky
1766,Freddie Prinze Jr.,Enrique Iglesias
1765,Darrell Hammond,Charlie Rose
1488,Darrell Hammond,Frank Gifford
1754,Will Ferrell,Vladimir Putin
1755,Will Ferrell,Oliver Stone
1496,Chris Kattan,Al Pacino
1757,Jamie Foxx,Puff Daddy
1756,Cheri Oteri,Jennifer Lopez
1759,Jamie Foxx,Stevie Wonder
1758,Will Ferrell,John Rocker
1760,Tracy Morgan,Steve Harvey
1761,Jamie Foxx,Martin Luther King Jr.
1753,Jimmy Fallon,Jimmy Stewart
1747,Christina Ricci,Britney Spears
1729,Jimmy Fallon,David Bowie
1748,Tim Meadows,D'Angelo
1749,Tracy Morgan,Lou Bega
1593,Cheri Oteri,Mariah Carey
1746,Chris Parnell,Bing Crosby
1751,Molly Shannon,Tori Amos
1489,Ana Gasteyer,Sally Jessy Raphael
1743,Will Ferrell,Charlton Heston
1744,Rachel Dratch,"Helena Bonham Carter , Smurfette"
1745,Tracy Morgan,Little Richard
1664,Horatio Sanz,Meat Loaf
1371,Ana Gasteyer,Elizabeth Dole
1740,Chris Parnell,Jim Gray
1741,Dylan McDermott,Matt Lauer
1120,Tim Meadows,Bryant Gumbel
1315,Cheri Oteri,Katie Couric
1327,Tim Meadows,Danny Glover
1733,Norm MacDonald,Lou Gehrig
1659,Jimmy Fallon,French Stewart
1736,Ana Gasteyer,Helen Gurley Brown
1735,Chris Parnell,David Gregory
1464,Norm MacDonald,Larry King
1737,Cheri Oteri,Marla Maples
1645,Jimmy Fallon,Howard Stern
1121,Tim Meadows,Michael Jackson
1738,Norm MacDonald,Clint Eastwood
1730,Heather Graham,Jewel
1731,Ana Gasteyer,Lynda Lopez
1727,Tracy Morgan,Busta Rhymes
1728,Chris Parnell,Cane
1722,Will Ferrell,Jesse Ventura
1294,Cheri Oteri,Ross Perot
1723,Chris Parnell,Pat Buchanan
1661,Jimmy Fallon,Jerry Seinfeld
1619,Chris Kattan,Andy Dick
1715,Cheri Oteri,Amy Fisher
926,Tim Meadows,Billy Dee Williams
1716,Will Ferrell,Paul Williams
1717,Sarah Michelle Gellar,Britney Spears
1719,Jimmy Fallon,Jesse Camp
1560,Tim Meadows,Vernon Jordan
1681,Tracy Morgan,Betty Currie
1558,John Goodman,Linda Tripp
1713,John Goodman,Robert Mondavi
1714,Molly Shannon,Margrit Mondavi
1712,Horatio Sanz,Bun E. Carlos
1702,Drew Barrymore,Cher
1703,Tracy Morgan,Cuba Gooding Jr.
1539,Cheri Oteri,Melissa Rivers
1705,Chris Parnell,Tom Hanks
1701,Molly Shannon,Cate Blanchett
1637,Jimmy Fallon,Adam Sandler
1706,Drew Barrymore,Calista Flockhart
1707,Jimmy Fallon,Nicolas Cage
1709,Drew Barrymore,Toni Tennille
1708,Edward Norton,Daryl Dragon
1710,Drew Barrymore,Melanie Griffith
1711,Will Ferrell,Fred Schneider
1699,Tim Meadows,Stuart Scott
1700,Ray Romano,Roberto Benigni
1694,Ana Gasteyer,Jamie Gangel
1547,Tracy Morgan,Petri Hawkins-Byrd
1546,Cheri Oteri,Judge Judy Sheindlin
1695,Darrell Hammond,Jerry Falwell
1697,Brendan Fraser,Jennifer Paterson
1696,Darrell Hammond,Clarissa Dickson-Wright
1698,Ana Gasteyer,Carrie Donovan
1518,Will Ferrell,Al Gore
1684,Gwyneth Paltrow,Sharon Stone
1687,Will Ferrell,William Rehnquist
1683,Rich Francese,Phil Bronstein
1682,Tim Meadows,Betty Currie
1688,Gwyneth Paltrow,Joan Jett
1689,Chris Kattan,John Oates
1690,Jimmy Fallon,Colin Hay
1692,Will Ferrell,Peter Graves
1691,Molly Shannon,Paula Zahn
1629,Cheri Oteri,Mary Bono
1646,Horatio Sanz,Larry Flynt
1679,Darrell Hammond,Andrew Lloyd Webber
1680,Jimmy Fallon,Harry Connick Jr.
1650,Will Ferrell,Bob Livingston
1651,Chris Parnell,Newt Gingrich
1617,Ana Gasteyer,Joy Behar
1525,Molly Shannon,Meredith Vieira
1597,Cheri Oteri,"Gloria Stuart , Rose"
1678,Bill Paxton,Ted Nugent
1677,Chris Kattan,Prince
1675,Jimmy Fallon,Alan Dershowitz
1628,Will Ferrell,Henry Hyde
1676,Chris Kattan,David Kendall
1174,Tim Meadows,O.J. Simpson
1667,Horatio Sanz,Barney Frank
1671,Jimmy Fallon,Richard Simmons
1666,Darrell Hammond,Al D'Amato
1669,Chris Kattan,George Michael
1485,Tim Meadows,John Conyers
1670,Tracy Morgan,Maxine Waters
1318,Molly Shannon,Courtney Love
1672,Darrell Hammond,Alfred Hitchcock
1673,Horatio Sanz,Jerry Garcia
1615,Chris Parnell,Kenneth Starr
1663,Jennifer Love Hewitt,Jewel
1665,Jimmy Fallon,Michael Stipe
1662,Tim Meadows,Busta Rhymes
1527,Will Ferrell,Saddam Hussein
1654,Joan Allen,Madonna
1655,Jimmy Fallon,Marilyn Manson
1653,Ana Gasteyer,Calista Flockhart
1657,Tim Meadows,Will Smith
1652,Cheri Oteri,Alanis Morissette
1658,Joan Allen,Linda Ham
1660,Cheri Oteri,Jennifer Tilly
1644,Ana Gasteyer,Diane Sawyer
1463,Tim Meadows,Oprah Winfrey
1647,Molly Shannon,Keri Russell
1649,David Spade,Deryk Schlessinger
1648,Ana Gasteyer,Dr. Laura Schlessinger
628,Ben Stiller,Tom Cruise
1639,Chris Kattan,Yasser Arafat
1638,Will Ferrell,Benjamin Netanyahu
1640,Darrell Hammond,Maury Hannigan
1643,Ben Stiller,Steve Wynn
1641,Chris Kattan,Howard Hughes
1303,Darrell Hammond,Jesse Helms
1631,Lucy Lawless,Stevie Nicks
1633,Lucy Lawless,Jennifer Lopez
1636,Jimmy Fallon,Steven Tyler
1635,Tim Meadows,Puff Daddy
1634,Tracy Morgan,"Marion ""Suge"" Knight"
1616,Cameron Diaz,Debbie Matenopoulos
1618,Will Ferrell,Mark McGwire
1625,Will Ferrell,Tom Bergeron
1622,Ana Gasteyer,Kathy Griffin
1626,Tim Meadows,Whoopi Goldberg
1319,Cheri Oteri,Fran Drescher
1620,Chris Parnell,Fred Savage
1623,Horatio Sanz,Louie Anderson
1624,Molly Shannon,Marie Osmond
1627,Cameron Diaz,Victoria Beckham
1549,Chris Kattan,Melanie Brown
1515,Cheri Oteri,Melanie Chisholm
1509,Molly Shannon,Emma Bunton
1612,David Duchovny,Jeff Goldblum
1613,Molly Shannon,Minnie Driver
1614,Molly Shannon,Téa Leoni
1605,Matthew Broderick,George Stephanopoulos
1604,Ana Gasteyer,Debbie Matenopoulos
1606,Matthew Broderick,Gloria Estefan
1607,Darrell Hammond,Rene Angelil
1611,Matthew Broderick,Tony Blair
1446,Will Ferrell,Michael Shersby
1610,Chris Kattan,Graham Stringer
1609,Colin Quinn,Gerry Adams
1444,Molly Shannon,Betty Boothroyd
1506,Cheri Oteri,Robin Byrd
1418,Cheri Oteri,Paula Jones
1603,Tracy Morgan,Reggie White
1596,Will Ferrell,Kenneth Starr
1599,Julianne Moore,Kate Winslet
1600,Jim Breuer,Matt Damon
1598,Chris Kattan,Ben Affleck
1601,Julianne Moore,Gillian Anderson
1602,Chris Kattan,Joel Grey
1483,Molly Shannon,Liza Minnelli
1580,Jim Breuer,Charlie Trie
1582,Jim Breuer,Jim Guy Tucker
1578,Robert Carlock,Brent Perry
1579,Will Ferrell,Bruce Lindsey
1590,Will Ferrell,William Ginsburg
1584,Tina Fey,Kathleen Willey
1589,Ana Gasteyer,Susan McDougal
1585,Tom Gianas,Danny Ferguson
1583,Chris Kattan,John Huang
1588,Lori Nasso,Maria Hsia
1586,Colin Quinn,Leon Panetta
1587,Molly Shannon,Marcia Lewis
1581,Michael Shoemaker,Donovan Campbell
1592,Tim Meadows,Erykah Badu
1595,Ana Gasteyer,Theresa Saldana
1576,Garth Brooks,Kevin Rowland
1577,Will Ferrell,Michael Portnoy
1574,Darrell Hammond,Captain Lou Albano
1573,Chris Kattan,Brian Setzer
1575,Cheri Oteri,Cyndi Lauper
1566,Ana Gasteyer,Catharine MacKinnon
1567,Chris Kattan,Michael Beschloss
1570,Jim Breuer,Ross Rebagliati
1569,Will Ferrell,Jim Nantz
1571,Ana Gasteyer,Mary Tillotson
1572,Darrell Hammond,Sam Donaldson
1554,Will Ferrell,Brian Boitano
1562,Chris Kattan,Rudy Galindo
1561,Molly Shannon,Michelle Kwan
1564,John Goodman,William Ginsburg
1563,Jim Breuer,Emeril Lagasse
1348,Will Ferrell,Ted Kaczynski
1550,Sarah Michelle Gellar,Victoria Beckham
1548,Ana Gasteyer,Geri Halliwell
1551,Sarah Michelle Gellar,Debbie Matenopoulos
1553,Norm MacDonald,John Gray
1556,Sarah Michelle Gellar,Tara Lipinski
1557,Darrell Hammond,Verne Lundquist
1555,Chris Kattan,Kerri Strug
1542,Ana Gasteyer,Ann B. Davis
1543,Darrell Hammond,Jerry Mathers
1544,Norm MacDonald,Quentin Tarantino
1538,Helen Hunt,Jodie Foster
1537,Darrell Hammond,Issac Mizrahi
1432,Will Ferrell,Jerry Reed
1540,Chris Kattan,Michael Jeter
1541,Jim Breuer,Fidel Castro
1492,Chris Kattan,Bill Gates
1533,Jim Breuer,Kenny McCaughey
1530,Will Ferrell,Brian Williams
1531,Chris Kattan,Geraldo Rivera
1532,Cheri Oteri,Jessica McClure
1529,Molly Shannon,Bobbi McCaughey
1534,Nathan Lane,Wendy Beckett
1535,Nathan Lane,Lou Costello
1536,Will Ferrell,Dennis DeYoung
1306,Jim Breuer,Joe Pesci
1528,Tracy Morgan,Marion Barry
1346,Darrell Hammond,Richard Dreyfuss
1521,Claire Danes,Louise Woodward
1522,Jim Breuer,Terry Nichols
1520,Norm MacDonald,Barry Scheck
1524,Claire Danes,Debbie Matenopoulos
1523,Ana Gasteyer,Cokie Roberts
1493,Jim Breuer,Rupert Murdoch
1494,Will Ferrell,Ted Turner
1495,Jon Lovitz,Michael Vale
729,Jon Lovitz,Harvey Fierstein
975,Dana Carvey,Ross Perot
1498,Ana Gasteyer,Jane Fonda
1497,Darrell Hammond,Dennis Franz
1499,Molly Shannon,Shawn Southwick
1501,Ana Gasteyer,Jewel
1500,Tim Meadows,Bill Bellamy
735,Jon Lovitz,Marv Albert
1504,Chris Kattan,Paul Shaffer
1407,Norm MacDonald,David Letterman
1503,Tracy Morgan,Biff Henderson
1507,Jon Lovitz,Ron Jeremy
1505,Jim Breuer,Mark Wahlberg
1516,Jon Lovitz,Sarah Ferguson
745,Dana Carvey,George Michael
1513,Jim Breuer,Liam Gallagher
1478,Will Ferrell,Elton John
1510,Ana Gasteyer,Victoria Beckham
1512,Darrell Hammond,Keith Flint
1511,Chris Kattan,Jay Kay
1517,Tim Meadows,Seal
1514,Tracy Morgan,Maxim Reality
1508,Colin Quinn,Elvis Costello
1490,Chris Farley,Hank Williams Jr.
1491,Jim Breuer,Ric Flair
1487,Will Ferrell,Dan Dierdorf
1486,Norm MacDonald,Al Michaels
1480,Matthew Perry,Michael Keaton
1481,Matthew Perry,Julio Iglesias
1482,Will Ferrell,Willie Nelson
1484,Matthew Perry,Woody Allen
1370,Ana Gasteyer,Andie MacDowell
1476,Norm MacDonald,Marv Albert
1386,Tracy Morgan,Mike Tyson
1475,Molly Shannon,Heather Faulkiner
1472,Chris Kattan,Garry Kasparov
1422,Mark McKinney,Bill Gates
1474,Jim Breuer,William Kennedy Smith
1419,Will Ferrell,Ted Kennedy
1473,Chris Kattan,Michael Kennedy
1468,Mark McKinney,Ellen DeGeneres
1469,John Goodman,Marlon Brando
1164,Mike Myers,Ron Wood
1470,Molly Shannon,Bjork
1471,Tim Meadows,Eddie Murphy
1456,Mark McKinney,Wolf Blitzer
1459,Tim Meadows,Tiger Woods
1457,Tracy Morgan,Earl Woods
1460,Norm MacDonald,Tommy Lee
1462,Pamela Lee,Jenny McCarthy
1465,Colin Quinn,Dale Jarrett
1466,Norm MacDonald,Rod Serling
1450,Will Ferrell,Marshall Applewhite
1452,Rob Lowe,Eric Roberts
1451,Chris Kattan,David Spade
1453,Colin Quinn,Robert DeNiro
1454,Tracy Morgan,Jermaine Allensworth
1443,Mike Myers,Geoffrey Rush
1441,Darrell Hammond,Billy Bob Thornton
1442,Tim Meadows,Cuba Gooding Jr.
1445,Mike Myers,John Major
1448,Mark McKinney,Simon Coombs
1447,Tim Meadows,Roderick Richards
1449,Tracy Morgan,Tito Jackson
1436,Chris Kattan,Robert Rubin
1365,Mark McKinney,Al Gore
1437,Ana Gasteyer,Eva Peron
1438,Norm MacDonald,Juan Peron
1390,Will Ferrell,Don West
1391,Chris Kattan,Eddy Lewis
1440,Cheri Oteri,Joanna Pacitti
1439,Ana Gasteyer,Brittny Kissinger
1329,Alec Baldwin,Robert DeNiro
1408,Mark McKinney,Paul Shaffer
1435,Alec Baldwin,Rex Reed
1396,Ana Gasteyer,Liz Smith
1397,Mark McKinney,Michael Musto
1395,Cheri Oteri,Julie Brown
1282,Cheri Oteri,Debbie Reynolds
1279,Norm MacDonald,Bob Dole
1431,Tim Meadows,Eugene Amos
1433,Mark McKinney,Charlie Rose
1434,Tim Meadows,Leo Terrell
1351,Cheri Oteri,Leslie Abramson
1424,Neve Campbell,Julia Roberts
1428,David Spade,Woody Allen
1427,Will Ferrell,Tony Roberts
1425,Ana Gasteyer,Mia Farrow
1342,Darrell Hammond,Hugh Downs
1426,Molly Shannon,Soon-Yi Previn
1429,Neve Campbell,Eva Braun
920,Tim Meadows,Clarence Thomas
1420,David Alan Grier,Maxine Waters
1235,Tim Meadows,Johnnie Cochran
1421,David Alan Grier,Maya Angelou
1409,Kevin Spacey,William Hurt
1410,Kevin Spacey,Christopher Walken
1411,Kevin Spacey,Walter Matthau
1412,Kevin Spacey,Donna Shalala
1414,Kevin Spacey,Jack Lemmon
1413,Ana Gasteyer,Barbra Streisand
1415,Kevin Spacey,Al Pacino
1416,Tim Meadows,Dennis Rodman
1393,Molly Shannon,Debbie Rowe
1406,Mark McKinney,Ted Turner
1399,Ana Gasteyer,Nancy Wieben Stock
1402,Martin Short,Jerry Lewis
1392,Chris Kattan,Hiroshi Fujisaki
637,Phil Hartman,Ted Kennedy
824,Phil Hartman,Frank Sinatra
1398,Phil Hartman,Rex Reed
1394,Darrell Hammond,George Whipple III
1300,Tim Meadows,Don King
1387,Cheri Oteri,Tori Spelling
1388,Mark McKinney,Mark Russell
1042,Chris Rock,Nipsey Russell
1389,Dana Carvey,Charles Grodin
1380,Will Ferrell,Larry King
1381,Mark McKinney,Harry Browne
