sid,eid,1,10,2,3,4,5,6,7,8,9,Aged 18-29,Aged 18-29_avg,Aged 30-44,Aged 30-44_avg,Aged 45+,Aged 45+_avg,Aged under 18,Aged under 18_avg,Females,Females Aged 18-29,Females Aged 18-29_avg,Females Aged 30-44,Females Aged 30-44_avg,Females Aged 45+,Females Aged 45+_avg,Females under 18,Females under 18_avg,Females_avg,IMDb staff,IMDb staff_avg,IMDb users,IMDb users_avg,Males,Males Aged 18-29,Males Aged 18-29_avg,Males Aged 30-44,Males Aged 30-44_avg,Males Aged 45+,Males Aged 45+_avg,Males under 18,Males under 18_avg,Males_avg,Non-US users,Non-US users_avg,Top 1000 voters,Top 1000 voters_avg,US users,US users_avg
27,20,3,10,3,0,2,7,8,17,7,3,7,8.0,26,6.4,14,7.2,0,,10.0,3,7.7,4,6.5,3,7.7,0,,8.3,0,,60,6.7,37.0,3,7.3,22,6.3,11,6.9,0,,6.6,16,5.8,12,5.9,29,7.1
27,19,4,5,3,2,5,3,9,6,4,6,6,8.3,20,6.3,12,4.8,0,,6.0,1,10.0,3,6.3,2,8.5,0,,7.9,0,,47,6.0,31.0,4,7.8,17,6.5,9,3.8,0,,5.8,14,5.5,16,5.9,21,6.1
27,17,5,4,4,0,3,3,10,10,0,1,6,8.1,15,5.3,12,5.0,0,,7.0,2,8.0,2,6.0,3,7.0,0,,8.3,0,,40,5.5,26.0,3,7.3,13,5.2,9,4.5,0,,5.2,12,4.0,11,5.3,18,5.9
27,18,4,6,2,1,1,6,4,12,4,1,9,7.6,16,5.5,12,6.2,0,,10.0,4,8.0,3,5.7,3,6.3,0,,7.4,0,,41,6.2,27.0,4,8.5,13,5.5,9,6.0,0,,5.8,16,5.9,11,6.1,19,6.1
27,13,4,3,1,3,0,5,4,1,2,1,4,6.2,8,3.0,7,6.3,0,,3.0,1,10.0,1,8.0,1,10.0,0,,9.3,0,,24,5.2,16.0,2,6.0,7,2.9,6,5.2,0,,4.2,9,3.0,8,6.1,8,5.9
27,12,8,14,1,0,1,9,6,8,3,3,11,8.2,20,5.1,15,5.5,0,,13.0,5,8.6,5,2.0,3,7.0,0,,5.9,0,,53,6.5,33.0,5,8.1,15,5.8,12,5.5,0,,6.0,16,3.6,11,6.4,26,6.8
27,16,2,3,2,0,3,4,6,6,1,0,3,7.7,13,5.1,6,6.4,0,,4.0,1,10.0,2,6.5,1,10.0,0,,8.2,0,,27,5.7,18.0,1,7.0,11,5.0,5,5.4,0,,5.3,8,4.0,11,5.8,12,6.4
27,14,2,6,1,3,2,0,7,8,3,1,4,8.8,14,6.4,10,6.1,0,,5.0,1,10.0,3,7.7,1,10.0,0,,9.0,0,,33,6.4,24.0,2,9.0,11,6.2,9,5.5,0,,5.9,9,4.8,14,5.8,18,6.7
27,15,2,12,1,0,0,6,4,10,5,2,9,8.3,15,6.4,11,7.5,0,,10.0,2,10.0,5,7.3,3,10.0,0,,9.4,0,,42,7.3,25.0,6,8.1,10,6.2,8,6.4,0,,6.8,14,6.5,11,6.7,19,7.6
27,7,2,10,0,4,2,4,10,5,0,0,6,7.1,17,4.9,9,7.1,0,,5.0,1,10.0,2,5.0,2,8.0,0,,7.3,0,,37,6.4,27.0,4,7.8,15,5.0,7,6.7,0,,5.9,11,4.4,12,6.1,19,6.9
27,11,4,9,3,1,1,4,12,6,3,2,8,7.6,21,5.6,10,7.0,0,,7.0,2,8.0,4,6.5,1,10.0,0,,7.5,0,,45,6.3,33.0,5,8.6,17,5.5,9,6.6,0,,6.2,11,5.5,12,5.8,26,6.6
27,10,4,5,2,1,2,6,10,5,3,4,10,7.4,16,5.5,8,6.2,0,,6.0,3,6.7,2,7.0,1,10.0,0,,8.0,0,,42,6.0,28.0,6,7.6,14,5.4,7,5.5,0,,5.8,13,4.3,14,5.9,19,6.7
27,8,2,15,4,1,1,5,11,16,4,3,10,8.4,29,5.6,14,6.9,0,,20.0,5,10.0,10,6.0,5,8.3,0,,7.7,0,,62,6.9,33.0,4,8.0,19,5.5,9,6.4,0,,6.0,26,6.2,17,6.0,24,6.5
27,5,5,4,0,2,2,2,7,7,8,1,6,7.9,19,5.3,9,6.4,0,,10.0,1,10.0,6,5.6,3,6.3,0,,6.5,0,,38,6.1,24.0,4,6.0,13,5.3,6,6.2,0,,5.7,14,5.0,13,5.7,18,6.4
27,4,2,3,1,0,2,7,8,5,3,1,5,7.6,15,5.1,9,7.0,0,,4.0,1,10.0,2,6.0,1,10.0,0,,8.0,0,,32,6.0,25.0,3,7.7,13,5.1,8,6.6,0,,6.0,10,4.5,10,6.3,17,6.7
27,6,7,6,2,1,4,6,1,7,0,2,6,6.6,15,3.7,9,6.3,0,,5.0,1,10.0,3,6.3,1,10.0,0,,7.9,0,,36,5.4,24.0,4,5.8,11,3.6,8,5.6,0,,4.6,16,3.4,11,4.7,12,6.5
27,9,4,7,2,0,4,2,7,6,3,1,6,8.2,17,4.8,9,6.4,0,,5.0,1,10.0,3,8.0,1,10.0,0,,8.8,0,,36,6.1,26.0,4,8.5,14,4.6,7,5.7,0,,5.4,9,3.2,11,6.6,21,6.5
27,2,2,9,0,0,1,3,5,12,3,2,6,8.7,17,6.2,10,6.9,0,,5.0,1,10.0,3,9.0,1,10.0,0,,10.0,0,,37,7.2,28.0,4,9.0,14,6.0,9,6.5,0,,6.6,10,5.3,12,6.7,21,7.2
28,20,4,4,3,1,3,5,5,5,3,0,6,7.9,16,4.0,7,5.8,0,,6.0,3,9.3,1,1.0,2,8.0,0,,7.5,0,,33,5.4,22.0,2,6.5,14,4.0,5,5.0,0,,4.7,11,3.1,10,6.0,16,6.2
27,3,6,6,0,2,2,7,6,5,3,0,9,7.7,14,4.8,9,5.5,0,,7.0,4,8.5,2,5.5,1,10.0,0,,7.9,0,,37,5.7,25.0,4,6.0,12,4.8,8,4.6,0,,5.1,12,4.3,14,5.6,16,6.3
27,1,3,11,1,0,4,2,5,6,3,2,7,7.9,13,5.2,12,6.5,0,,8.0,2,10.0,3,5.7,3,9.7,0,,8.2,0,,37,6.9,24.0,4,7.8,10,5.3,9,5.4,0,,5.7,8,3.2,11,6.3,21,6.9
28,19,1,7,5,1,7,2,6,5,1,1,10,6.0,15,4.5,6,6.5,0,,8.0,4,10.0,1,7.0,3,7.3,0,,9.0,0,,36,5.8,23.0,5,3.8,14,4.5,3,5.7,0,,4.7,10,3.9,10,6.6,19,6.2
28,18,14,5,0,4,0,4,2,3,0,0,7,5.4,14,2.6,6,4.0,0,,5.0,3,7.0,1,1.0,1,10.0,0,,6.5,0,,32,4.0,21.0,3,5.7,12,3.0,5,2.9,0,,3.3,13,2.8,10,4.7,11,3.9
28,16,5,2,2,2,3,4,1,7,0,0,5,4.7,12,3.9,4,6.0,0,,2.0,1,10.0,0,,1,10.0,0,,10.0,0,,26,4.7,19.0,3,1.7000000000000002,12,3.9,3,4.7,0,,4.0,8,3.0,9,6.1,11,4.9
28,17,3,2,2,3,1,5,1,5,1,0,6,6.2,9,3.6,5,4.9,0,,2.0,1,10.0,0,,1,10.0,0,,10.0,0,,23,5.0,18.0,4,5.8,9,3.6,4,3.8,0,,4.3,8,3.4,8,6.2,10,5.3
28,12,5,9,0,2,1,5,5,8,0,1,7,7.5,17,4.8,6,7.3,0,,6.0,3,9.0,2,4.0,1,10.0,0,,7.1,0,,36,6.2,23.0,3,8.0,14,4.9,5,6.6,0,,5.6,11,4.8,11,6.4,16,6.2
28,13,1,8,3,2,2,6,4,8,5,5,9,7.7,18,5.2,11,7.1,0,,4.0,1,10.0,2,6.0,1,10.0,0,,8.0,0,,44,6.7,34.0,7,7.1,16,5.4,10,6.8,0,,6.2,11,5.3,11,6.4,25,6.5
28,11,2,4,0,0,4,4,5,6,0,2,6,7.1,13,5.1,5,7.2,0,,5.0,2,10.0,2,5.0,1,10.0,0,,7.6,0,,27,6.2,19.0,3,7.7,11,5.1,4,6.5,0,,5.7,9,4.9,12,6.4,12,6.1
28,9,5,10,1,0,2,8,5,2,1,2,8,6.6,16,4.6,5,6.7,0,,4.0,2,9.5,1,4.0,1,10.0,0,,8.2,0,,36,6.2,25.0,5,6.9,15,4.7,4,6.0,0,,5.3,7,3.7,12,5.6,19,6.1
28,7,5,6,0,2,0,8,11,5,2,0,5,5.8,20,5.1,9,6.1,0,,5.0,2,8.0,1,6.0,2,8.0,0,,8.4,0,,39,5.8,29.0,2,6.0,19,5.1,7,5.5,0,,5.3,11,4.6,10,6.2,20,5.9
28,10,2,4,3,1,1,5,5,2,3,0,5,6.6,11,4.6,6,5.7,0,,5.0,3,10.0,1,6.0,1,10.0,0,,9.1,0,,26,5.7,17.0,1,5.0,10,4.4,5,4.8,0,,4.6,7,4.2,11,5.8,13,5.6
28,8,5,10,5,0,3,6,4,10,7,2,9,7.5,23,5.5,11,6.2,0,,6.0,2,10.0,3,6.3,1,10.0,0,,7.5,0,,52,6.2,36.0,6,6.9,19,5.7,10,5.8,0,,6.0,14,4.3,13,5.9,27,6.8
28,6,2,3,2,1,1,11,7,3,2,1,4,7.8,14,5.2,8,6.8,0,,4.0,1,10.0,1,5.0,2,8.0,0,,7.8,0,,33,5.6,22.0,2,7.0,13,5.2,6,6.2,0,,5.8,9,4.7,12,6.2,13,7.0
28,5,5,2,1,1,5,4,2,3,0,0,3,6.7,12,3.9,4,6.0,0,,4.0,1,10.0,2,5.0,1,10.0,0,,7.5,0,,23,4.5,15.0,1,6.0,10,3.8,3,4.7,0,,4.2,7,3.5,9,5.9,10,5.1
28,3,10,11,8,1,5,6,7,7,1,4,7,6.9,24,4.5,20,4.7,0,,10.0,4,4.5,2,3.5,4,6.2,0,,5.7,0,,60,5.4,41.0,2,8.0,22,4.6,16,4.3,0,,4.6,16,4.4,9,6.5,33,4.7
28,4,3,3,3,2,2,6,3,3,0,0,3,5.7,12,4.1,6,5.1,0,,4.0,1,10.0,2,4.0,1,10.0,0,,7.0,0,,25,4.9,16.0,1,5.0,10,4.3,4,5.2,0,,4.6,10,3.4,10,5.0,9,5.4
29,19,4,5,6,1,3,6,7,2,3,0,7,6.7,16,4.1,6,4.6,0,,7.0,2,10.0,3,4.0,2,8.0,0,,6.4,0,,37,5.2,22.0,4,6.8,13,4.1,4,3.0,0,,4.2,10,4.6,14,5.0,17,4.4
29,18,10,25,0,1,4,5,8,12,9,4,19,8.1,40,6.8,9,6.4,0,,16.0,7,7.7,7,5.5,2,8.5,0,,7.0,0,,78,7.0,52.0,11,8.7,33,7.1,7,5.7,0,,7.2,25,6.9,20,7.0,40,7.2
29,17,5,8,1,0,1,5,5,7,2,0,7,6.8,17,5.2,4,6.0,0,,7.0,3,9.0,2,3.0,2,8.0,0,,6.9,0,,34,6.2,21.0,3,5.7,15,5.6,2,4.0,0,,5.3,10,4.9,11,5.4,14,5.8
28,2,9,16,0,1,2,2,11,14,2,4,7,7.8,34,5.7,11,5.7,0,,17.0,1,10.0,12,4.2,4,8.2,0,,6.0,0,,61,6.7,35.0,5,7.2,22,6.2,7,4.4,0,,6.0,26,5.7,11,6.5,24,5.9
29,20,9,15,1,2,6,6,8,4,1,1,12,6.8,24,4.4,8,5.2,0,,13.0,6,8.4,4,6.2,2,7.5,0,,7.0,0,,53,5.9,32.0,5,6.0,20,4.2,6,4.4,0,,4.7,16,4.8,15,6.1,27,5.3
29,16,10,8,2,3,3,1,7,3,0,1,10,6.1,12,3.6,7,1.5,0,,9.0,3,10.0,3,4.3,3,1.0,0,,4.5,0,,38,5.1,21.0,6,3.9,9,3.4,4,2.2,0,,3.6,11,3.4,14,5.3,16,3.5
29,15,4,5,3,1,3,2,4,7,3,2,6,8.1,16,5.4,5,6.2,0,,7.0,1,10.0,3,6.0,2,6.0,0,,6.8,0,,34,5.9,21.0,4,7.5,13,5.2,3,6.3,0,,5.8,9,4.7,10,5.7,15,6.3
29,14,3,13,1,1,3,9,11,4,5,1,11,7.2,18,5.0,14,6.9,1,10.0,22.0,6,8.8,6,6.6,9,8.0,1,10.0,8.2,0,,51,6.6,22.0,4,5.5,12,4.6,5,5.5,0,,5.2,19,6.5,13,5.7,23,5.9
29,13,5,11,0,3,3,5,11,2,1,2,10,6.8,18,5.7,6,5.3,0,,9.0,5,7.6,2,7.0,2,8.0,0,,7.5,0,,43,6.2,25.0,4,8.0,15,5.5,4,4.0,0,,5.1,12,4.5,15,5.5,18,6.1
28,1,5,9,1,3,1,4,17,5,7,3,9,7.9,28,6.2,12,6.5,0,,14.0,4,9.0,8,6.3,2,8.0,0,,7.5,0,,55,6.4,35.0,4,8.5,20,6.2,10,6.0,0,,6.4,15,5.6,11,6.3,30,6.8
29,12,4,8,0,0,4,5,11,5,1,1,8,7.3,18,5.2,7,6.3,0,,8.0,4,9.0,2,4.5,2,8.5,0,,7.2,0,,39,6.2,25.0,3,7.0,16,5.3,5,5.2,0,,5.6,12,4.7,14,6.3,18,6.3
29,11,5,10,1,0,3,7,10,2,3,0,11,7.3,15,5.2,9,5.7,0,,13.0,7,10.0,3,6.0,3,8.3,0,,8.0,0,,41,6.1,23.0,4,4.0,12,4.9,6,4.7,0,,4.8,14,5.0,13,6.4,18,5.4
29,10,8,9,2,1,5,3,3,4,0,1,7,5.4,14,4.3,8,4.7,0,,7.0,2,10.0,3,6.0,2,7.0,0,,6.7,0,,36,5.4,23.0,4,5.0,11,4.3,6,3.5,0,,3.9,14,3.6,13,4.9,14,4.9
29,9,3,15,1,0,3,2,5,10,3,3,13,8.0,12,5.8,10,7.0,0,,15.0,8,10.0,2,8.0,5,6.1,0,,8.1,0,,45,7.3,20.0,4,7.2,10,5.3,5,7.5,0,,6.4,17,6.6,10,7.6,14,7.1
29,8,4,12,1,1,4,3,8,8,2,1,12,7.4,17,6.2,10,5.5,0,,8.0,4,7.2,1,7.0,3,7.7,0,,7.2,0,,44,6.6,31.0,7,8.2,16,6.1,7,4.2,0,,6.3,15,6.0,11,5.7,22,6.4
29,6,4,7,0,0,4,6,4,9,4,0,11,7.4,14,5.6,8,6.5,0,,9.0,4,9.5,3,6.7,2,8.5,0,,8.3,0,,38,6.3,23.0,6,6.4,10,4.9,6,5.7,0,,5.5,13,5.6,15,6.7,18,6.6
29,7,15,5,7,2,5,1,6,3,0,0,10,3.9,22,3.0,6,4.1,0,,9.0,4,5.5,2,4.0,3,5.3,0,,5.1,0,,44,3.8,29.0,5,3.2,20,2.9,3,3.0,0,,3.0,18,2.6,13,4.5,17,3.8
29,3,7,8,2,4,4,6,4,3,3,0,7,7.4,21,4.1,7,5.6,0,,10.0,2,9.0,5,3.4,3,8.3,0,,5.6,0,,41,5.3,26.0,4,8.0,16,4.5,4,3.5,0,,4.7,11,3.4,13,4.8,20,5.7
29,5,3,2,2,2,4,4,2,4,0,0,4,5.0,11,4.5,4,5.8,0,,4.0,1,10.0,1,7.0,2,7.0,0,,7.8,0,,23,4.7,15.0,2,4.0,10,4.2,2,4.5,0,,4.4,8,3.6,9,6.1,9,5.5
29,4,3,2,1,2,5,5,1,4,1,0,4,5.2,10,4.0,6,5.5,0,,4.0,1,10.0,1,5.0,2,7.5,0,,7.5,0,,24,4.9,16.0,2,4.5,9,3.9,4,4.5,0,,4.2,9,3.7,9,6.4,9,5.3
29,2,8,25,1,1,1,2,0,11,9,5,19,8.8,25,6.7,10,5.4,0,,20.0,9,9.4,9,6.9,2,8.5,0,,8.4,0,,63,7.5,35.0,9,8.2,16,6.5,8,4.2,0,,6.3,16,5.8,16,7.1,28,7.2
30,19,4,17,0,1,0,7,4,15,5,4,14,8.0,21,7.3,14,6.3,0,,10.0,2,10.0,5,6.6,3,7.7,0,,7.6,0,,57,7.3,40.0,11,7.6,16,7.5,11,6.0,0,,6.7,15,7.0,18,6.9,31,6.7
30,16,8,8,2,4,4,6,14,7,3,1,16,6.2,17,5.0,13,4.6,0,,19.0,9,6.5,6,5.5,4,6.8,0,,6.2,0,,57,5.5,28.0,6,5.9,11,4.7,9,3.7,0,,4.6,17,4.4,24,5.4,23,5.2
30,17,4,9,0,1,3,5,5,12,4,1,10,7.2,17,5.7,10,6.1,0,,11.0,4,9.5,5,6.3,2,4.5,0,,6.6,0,,44,6.6,27.0,5,7.1,12,5.4,8,6.6,0,,6.3,9,4.7,16,6.2,24,6.4
29,1,4,5,2,4,3,3,8,5,1,1,6,5.7,19,5.0,4,6.8,0,,10.0,2,9.0,6,5.5,2,8.5,0,,6.8,0,,36,5.5,19.0,3,6.7,13,4.7,2,5.0,0,,4.9,10,4.9,15,5.4,15,5.5
30,18,9,10,0,3,0,9,13,6,4,1,19,7.1,17,5.5,13,5.4,0,,12.0,3,7.0,5,5.8,4,4.2,0,,6.3,0,,55,5.9,36.0,15,7.2,11,5.3,9,5.1,0,,5.8,20,5.8,15,6.4,23,5.7
30,13,4,3,3,7,2,7,6,5,0,2,6,4.8,18,4.9,9,4.7,0,,8.0,2,10.0,4,4.8,2,7.5,0,,6.3,0,,39,4.9,26.0,3,4.0,14,5.0,7,4.0,0,,4.4,10,4.4,19,5.0,20,4.6
30,15,13,6,6,1,3,0,7,5,3,1,7,5.8,17,3.2,11,4.3,0,,10.0,2,10.0,5,5.0,2,8.0,0,,6.9,0,,45,4.7,26.0,4,6.2,11,2.7,9,3.6,0,,3.5,12,2.7,18,4.0,20,4.8
30,14,4,7,4,1,4,4,6,6,4,1,8,5.9,17,5.2,9,5.6,0,,8.0,3,7.3,3,5.0,2,8.0,0,,6.2,0,,41,5.9,25.0,4,6.2,13,4.9,7,5.0,0,,5.0,12,3.7,19,5.8,17,5.8
30,12,3,14,0,1,2,2,6,10,4,2,13,7.7,19,5.9,8,6.7,0,,16.0,6,10.0,8,6.8,2,8.0,0,,7.8,0,,44,7.3,24.0,6,7.4,11,5.4,6,6.4,0,,6.3,15,6.1,14,7.0,20,6.6
30,10,3,4,0,1,3,4,8,6,2,0,10,6.2,11,5.4,6,6.7,0,,9.0,4,7.8,3,5.3,2,8.0,0,,6.7,0,,31,5.9,18.0,5,6.0,8,5.3,4,6.0,0,,5.8,9,5.9,15,6.1,14,5.8
30,11,35,7,5,3,5,6,4,7,0,0,23,4.0,28,2.2,11,3.8,0,,25.0,11,4.8,7,3.0,5,4.2,0,,4.1,0,,72,3.4,39.0,11,3.7,21,2.0,6,3.6,0,,2.8,23,2.9,15,4.3,36,2.8
30,9,2,14,1,1,1,6,14,7,4,0,11,7.8,25,6.0,8,6.3,0,,13.0,4,10.0,7,6.8,2,8.0,0,,7.7,0,,50,6.9,31.0,6,7.5,18,5.6,6,5.8,0,,5.9,15,6.4,18,6.4,23,6.0
30,8,6,12,1,1,4,6,11,5,6,0,9,7.1,23,5.0,11,6.1,0,,7.0,3,8.7,2,6.5,2,7.0,0,,7.2,0,,52,6.3,36.0,5,7.5,21,4.8,8,5.8,0,,5.4,13,4.6,17,6.1,26,5.9
30,6,2,4,0,3,2,6,11,8,3,0,7,6.2,16,5.4,10,6.9,0,,7.0,2,10.0,3,6.3,2,8.5,0,,8.0,0,,39,6.0,26.0,4,5.2,13,5.1,8,6.5,0,,5.7,9,4.9,12,6.9,19,6.3
30,7,8,10,0,0,3,9,9,4,2,3,10,5.2,25,5.1,9,6.0,0,,15.0,4,8.8,8,5.6,3,7.0,0,,6.6,0,,48,6.0,29.0,5,4.2,17,4.7,6,5.4,0,,4.8,18,4.7,14,6.1,21,5.1
30,5,2,5,0,2,2,4,8,12,2,2,7,6.5,18,5.9,8,7.4,0,,11.0,2,10.0,6,6.3,3,8.7,0,,7.6,0,,39,6.5,22.0,4,6.2,12,5.8,5,6.6,0,,6.1,12,6.3,14,6.6,17,6.3
30,4,4,11,3,3,1,7,14,6,5,1,12,6.0,23,5.2,11,6.6,0,,22.0,9,7.5,9,5.1,4,7.2,0,,6.6,0,,55,6.2,26.0,3,4.0,14,5.2,7,6.1,0,,5.2,17,4.6,14,5.8,28,5.8
30,3,5,15,1,3,3,4,15,8,8,0,15,6.8,26,5.8,12,6.7,0,,19.0,6,10.0,8,7.1,5,7.9,0,,8.1,0,,62,6.6,34.0,8,5.5,18,5.3,7,6.0,0,,5.5,18,5.6,20,6.1,30,6.4
30,2,6,5,0,2,4,10,5,8,1,0,9,6.2,16,5.0,10,5.5,0,,10.0,2,10.0,5,5.6,3,9.0,0,,6.9,0,,41,5.4,26.0,6,5.9,11,4.5,7,4.6,0,,4.6,13,5.3,18,6.1,18,4.8
23,1,2,13,0,1,1,2,3,9,6,1,7,8.3,19,6.5,9,7.3,0,,4.0,1,10.0,2,4.0,1,10.0,0,,7.0,0,,38,7.6,31.0,5,8.2,17,6.9,8,6.6,0,,7.1,12,5.9,10,7.1,20,7.9
23,19,1,4,0,3,4,6,5,4,3,1,6,7.4,10,4.8,9,5.9,0,,5.0,3,9.7,1,3.0,1,10.0,0,,7.5,0,,31,6.0,20.0,2,7.0,9,5.0,8,5.3,0,,5.4,8,5.0,14,4.9,16,5.8
24,19,7,23,6,0,4,2,4,8,3,1,11,8.9,26,4.6,11,5.6,0,,15.0,4,10.0,8,3.7,3,10.0,0,,6.7,0,,58,6.7,33.0,6,8.6,18,4.9,8,3.9,0,,5.2,23,5.0,11,6.4,22,5.8
24,18,9,2,7,4,5,4,3,3,1,0,4,6.0,16,2.2,14,3.4,0,,7.0,2,7.0,2,1.5,3,5.0,0,,4.4,0,,38,3.7,27.0,1,4.0,14,2.4,11,3.1,0,,2.9,11,2.2,13,4.2,20,3.1
22,1,7,4,7,3,0,5,5,5,2,0,8,4.9,13,4.1,15,4.0,0,,5.0,0,,1,2.0,4,5.0,0,,4.2,0,,38,4.6,30.0,7,4.9,12,4.4,11,3.8,0,,4.2,9,3.3,9,6.2,25,4.4
21,1,0,5,0,0,4,2,2,9,2,2,5,7.2,9,6.9,6,6.6,0,,2.0,0,,1,6.0,1,10.0,0,,8.0,0,,26,7.1,17.0,4,7.2,8,7.0,5,6.0,0,,6.7,6,5.7,9,7.1,12,7.6
21,20,7,62,1,0,0,0,1,10,19,16,36,8.1,45,8.9,16,8.3,0,,16.0,8,5.9,3,6.7,4,9.2,0,,6.9,0,,116,8.7,81.0,27,8.6,41,9.0,12,8.1,0,,8.8,41,8.7,17,7.9,48,8.7
21,16,0,2,0,0,0,3,5,9,3,2,6,6.8,11,6.7,5,7.8,0,,2.0,0,,1,6.0,1,10.0,0,,8.0,0,,24,7.1,19.0,5,6.5,10,6.8,4,7.2,0,,6.9,5,6.5,7,7.6,15,7.1
21,18,0,2,0,0,0,1,10,5,2,0,3,6.7,10,6.7,6,6.9,0,,3.0,0,,1,6.0,2,8.5,0,,7.7,0,,20,6.8,15.0,2,6.5,9,6.8,4,6.2,0,,6.6,4,6.0,10,7.2,14,7.0
21,17,2,2,0,1,1,5,6,4,0,2,4,6.0,14,6.0,4,6.5,0,,3.0,0,,2,5.0,1,10.0,0,,6.7,0,,23,5.9,18.0,3,7.7,12,6.1,3,5.3,0,,6.1,5,6.2,12,6.6,16,6.2
21,19,0,3,0,0,4,1,9,5,3,0,4,7.5,14,6.1,6,6.7,0,,3.0,1,8.0,0,,2,8.0,0,,8.0,0,,25,6.6,20.0,2,7.0,14,6.1,4,6.0,0,,6.1,7,5.4,8,7.1,16,6.9
17,1,2,12,0,1,2,6,10,11,8,3,12,7.3,19,7.3,14,6.8,0,,6.0,0,,2,8.0,4,9.5,0,,9.4,0,,55,7.1,38.0,11,7.4,17,7.3,10,5.9,0,,7.0,10,6.4,18,6.9,27,7.2
18,19,1,16,4,1,2,4,6,8,3,3,9,8.7,19,7.5,12,6.7,0,,6.0,1,9.0,3,5.7,2,9.0,0,,7.5,0,,48,7.1,33.0,7,8.6,16,7.8,10,6.2,0,,7.5,9,6.5,16,6.6,28,7.7
18,20,1,1,0,0,2,5,6,4,4,1,4,5.8,8,5.5,8,7.6,0,,4.0,0,,1,1.0,3,8.0,0,,6.2,0,,24,6.2,16.0,4,5.8,7,6.1,5,7.3,0,,6.5,5,6.6,11,6.1,13,6.4
18,16,1,8,1,0,0,3,2,8,5,0,6,7.1,9,7.4,7,7.5,0,,4.0,1,10.0,1,1.0,2,9.0,0,,7.2,0,,28,7.4,17.0,4,7.8,8,8.1,5,7.0,0,,7.6,6,7.5,11,6.9,13,7.7
18,18,1,1,0,0,1,6,5,5,4,2,3,7.3,10,5.5,7,7.2,0,,3.0,0,,1,1.0,2,9.0,0,,6.3,0,,25,6.4,16.0,2,7.5,9,6.0,5,6.6,0,,6.5,4,6.5,11,5.9,13,6.6
18,17,1,7,0,1,0,6,3,9,6,0,6,8.1,13,6.7,8,8.2,0,,5.0,1,10.0,2,4.0,2,9.0,0,,7.3,0,,33,7.1,21.0,4,8.2,11,7.1,6,7.8,0,,7.6,8,6.6,15,7.1,17,7.8
18,15,1,2,0,1,0,4,4,6,8,0,3,7.7,13,6.1,6,8.2,0,,4.0,0,,2,4.0,2,9.0,0,,6.5,0,,26,6.7,17.0,2,8.0,11,6.5,4,7.8,0,,7.0,3,6.7,12,6.1,16,6.9
18,13,1,14,1,2,0,2,2,8,7,5,8,8.9,15,8.0,11,7.7,0,,6.0,0,,1,1.0,5,8.7,0,,6.7,0,,42,7.8,26.0,7,8.6,13,8.3,6,7.1,0,,8.2,8,7.7,14,6.7,21,7.8
18,11,1,8,0,0,0,6,4,11,3,2,4,7.8,15,7.5,7,6.4,0,,3.0,0,,1,1.0,2,9.0,0,,6.3,0,,35,7.3,22.0,3,8.0,14,7.8,5,5.8,0,,7.3,7,7.2,17,6.7,16,7.2
18,10,1,3,0,2,0,4,6,11,1,2,4,6.5,12,6.2,7,6.7,0,,4.0,0,,2,4.0,2,8.5,0,,6.2,0,,30,6.5,18.0,3,6.7,10,6.6,5,6.1,0,,6.5,4,6.2,13,5.5,16,6.5
18,14,2,10,0,0,1,2,1,2,11,5,10,7.1,12,8.3,7,8.3,0,,6.0,1,1.0,3,6.7,2,9.0,0,,5.9,0,,34,7.9,22.0,8,8.6,9,8.7,5,8.0,0,,8.5,6,8.1,14,7.2,17,7.8
18,9,1,2,0,0,0,5,6,7,3,0,3,8.3,10,5.8,7,7.2,0,,4.0,0,,2,4.5,2,9.0,0,,6.8,0,,24,6.5,16.0,3,8.3,8,6.0,5,6.7,0,,6.5,3,6.3,12,6.0,14,6.5
18,12,1,2,3,1,4,4,3,10,2,1,2,7.0,12,5.5,9,6.6,0,,4.0,0,,2,4.0,2,9.0,0,,6.5,0,,31,5.8,19.0,2,7.0,10,5.9,7,6.1,0,,6.1,5,5.2,13,5.4,16,6.3
18,8,2,2,0,2,2,4,8,5,2,1,4,6.8,11,5.1,8,6.3,0,,3.0,0,,1,1.0,2,9.0,0,,6.3,0,,28,5.9,19.0,3,6.3,10,5.6,6,5.6,0,,5.7,4,6.2,13,5.3,16,5.6
18,7,2,1,0,0,5,6,5,2,0,1,3,4.0,8,4.4,6,6.5,0,,3.0,0,,1,1.0,2,9.5,0,,6.7,0,,22,5.2,14.0,3,4.0,7,4.8,4,5.5,0,,5.1,5,4.1,12,5.2,10,5.7
18,6,0,7,0,3,0,4,5,8,4,2,7,9.0,10,6.7,8,6.8,0,,2.0,0,,0,,2,9.0,0,,9.0,0,,33,7.1,22.0,6,9.4,10,6.7,6,6.3,0,,7.3,5,7.1,15,6.4,16,7.3
18,5,1,3,0,0,0,4,5,9,6,1,5,7.0,12,6.9,6,7.5,0,,3.0,0,,1,1.0,2,9.0,0,,6.3,0,,29,6.9,19.0,4,7.0,11,7.2,4,6.8,0,,7.1,5,6.1,15,7.0,14,7.4
18,4,2,10,0,1,0,3,2,7,10,4,7,8.3,18,7.8,6,7.9,0,,7.0,0,,5,6.4,2,9.0,0,,7.2,0,,39,7.6,23.0,6,8.3,13,8.1,4,7.2,0,,8.1,6,8.1,12,7.2,20,7.5
